ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
BGR,YX,933,11.83,6.89,5.04,-2.18,2
BGR,MQ,240,12.31,14.29,1.67,-1.7,3
BGR,OH,680,13.18,7.34,3.68,-0.83,4
BGR,OO,145,17.4,18.37,0.69,3.39,5
BGR,AA,603,26.25,25.43,1.99,12.24,6
BGR,G4,380,31.79,24.48,3.95,17.78,7
BHM,UA,4,-4.25,-11.5,0.00,-15.77,1
BHM,YX,374,-0.96,-2.98,1.07,-12.48,2
BHM,DL,2914,6.12,1.28,0.89,-5.4,3
BHM,9E,1067,7.53,0.91,3.66,-3.99,4
BHM,MQ,2434,9.75,6.67,1.03,-1.77,5
BHM,NK,73,10.16,11.7,0.00,-1.36,6
BHM,WN,4293,12.47,7.51,0.84,0.95,7
BHM,OO,1554,15.0,11.35,0.90,3.48,8
BHM,OH,3862,15.08,11.94,1.53,3.56,9
BHM,AA,389,26.46,24.81,1.54,14.94,10
BIH,OO,245,23.35,15.22,7.76,0.0,1
BIL,UA,727,1.99,-0.87,0.69,-4.4,1
BIL,OO,1332,2.22,-0.51,0.60,-4.17,2
BIL,DL,778,5.52,2.73,1.29,-0.87,3
BIL,MQ,880,12.14,11.22,0.45,5.75,4
BIL,G4,356,18.72,17.32,1.40,12.33,5
BIS,9E,10,1.6,16.0,0.00,-11.37,1
BIS,DL,605,7.41,1.01,0.66,-5.56,2
BIS,MQ,573,10.19,7.94,0.35,-2.78,3
BIS,G4,432,12.47,6.96,1.85,-0.5,4
BIS,OO,2068,15.54,10.98,1.06,2.57,5
BJI,OO,704,16.8,11.54,0.99,0.0,1
BLI,G4,935,1.34,-2.96,0.64,-5.56,1
BLI,WN,618,8.9,2.28,0.65,2.0,2
BLI,OO,965,11.0,12.4,0.73,4.1,3
BLV,G4,979,26.31,21.78,2.86,0.0,1
BMI,9E,716,7.86,1.08,1.26,-3.48,1
BMI,MQ,677,9.84,5.74,1.77,-1.5,2
BMI,F9,59,9.95,13.77,3.39,-1.39,3
BMI,G4,228,27.09,23.97,1.75,15.75,4
BNA,YX,5572,3.6,1.64,1.24,-8.22,1
BNA,DL,8083,4.97,-0.34,0.90,-6.85,2
BNA,AS,1102,8.81,1.74,1.18,-3.01,3
BNA,WN,50566,11.11,4.12,0.84,-0.71,4
BNA,UA,6048,11.48,7.31,1.62,-0.34,5
BNA,MQ,2523,11.74,9.96,2.34,-0.08,6
BNA,G4,2882,12.13,7.35,1.53,0.31,7
BNA,OH,2338,13.31,11.58,2.05,1.49,8
BNA,OO,4020,14.18,10.81,1.74,2.36,9
BNA,B6,1252,17.61,12.82,1.92,5.79,10
BNA,F9,714,18.28,19.35,1.96,6.46,11
BNA,NK,3664,20.14,11.99,2.95,8.32,12
BNA,AA,8322,21.16,19.42,2.17,9.34,13
BNA,9E,1173,21.33,18.16,3.84,9.51,14
BOI,AS,621,4.47,4.06,0.64,-2.44,1
BOI,OO,11063,5.03,3.7,0.35,-1.88,2
BOI,MQ,266,6.68,2.95,0.38,-0.23,3
BOI,WN,4721,6.9,0.53,0.28,-0.01,4
BOI,UA,1345,7.47,2.89,2.08,0.56,5
BOI,NK,530,9.01,5.26,2.08,2.1,6
BOI,DL,2695,9.22,3.72,0.85,2.31,7
BOI,AA,872,12.72,8.44,1.49,5.81,8
BOI,G4,346,34.15,33.08,0.87,27.24,9
BOS,9E,7,-3.5,-14.5,14.29,-16.87,1
BOS,YX,25249,4.42,0.32,1.68,-8.95,2
BOS,G4,460,5.11,0.32,2.83,-8.26,3
BOS,OO,2,9.5,23.5,0.00,-3.87,4
BOS,UA,11584,11.45,5.5,1.87,-1.92,5
BOS,HA,215,13.25,11.54,0.93,-0.12,6
BOS,AS,2324,13.32,9.47,1.81,-0.05,7
BOS,WN,6411,13.81,4.91,0.90,0.44,8
BOS,DL,23303,14.12,6.73,1.04,0.75,9
BOS,MQ,1787,14.58,9.05,1.62,1.21,10
BOS,B6,38494,15.99,10.57,1.44,2.62,11
BOS,AA,15177,17.19,9.82,1.54,3.82,12
BOS,F9,1438,18.55,16.09,2.43,5.18,13
BOS,NK,6570,23.09,15.7,3.50,9.72,14
BPT,OO,503,8.05,3.91,2.19,-2.4,1
BPT,MQ,188,16.86,12.91,2.13,6.41,2
BQK,9E,140,7.76,8.65,0.00,-7.98,1
BQK,OO,652,17.46,19.56,0.31,1.72,2
BQN,B6,1513,16.8,13.68,1.32,-2.44,1
BQN,F9,432,22.58,12.8,1.39,3.34,2
BQN,UA,334,26.11,17.68,3.29,6.87,3
BRD,OO,595,9.15,5.74,0.67,0.0,1
BRO,MQ,1242,5.69,3.63,1.45,-3.44,1
BRO,OO,707,15.25,11.89,2.83,6.12,2
BRW,AS,364,9.59,11.36,5.22,0.0,1
BTM,OO,523,-0.5,-6.61,0.00,0.0,1
BTR,DL,890,7.97,1.51,1.24,-4.84,1
BTR,9E,498,9.73,5.87,1.81,-3.08,2
BTR,MQ,974,14.45,12.39,2.16,1.64,3
BTR,OO,576,14.47,10.48,2.95,1.66,4
BTR,OH,1888,14.55,11.49,1.69,1.74,5
BTR,UA,4,24.0,24.0,0.00,11.19,6
BTV,B6,6,3.0,-0.67,0.00,-7.95,1
BTV,YX,1469,4.29,-1.22,2.52,-6.66,2
BTV,F9,10,5.8,4.8,0.00,-5.15,3
BTV,DL,448,8.42,2.98,1.79,-2.53,4
BTV,UA,1080,8.65,8.02,1.76,-2.3,5
BTV,MQ,325,9.48,12.08,2.15,-1.47,6
BTV,9E,1671,11.14,4.23,2.99,0.19,7
BTV,OO,237,13.12,8.08,0.00,2.17,8
BTV,OH,1609,16.45,13.61,1.99,5.5,9
BTV,AA,691,17.0,12.07,1.30,6.05,10
BTV,G4,2,38.0,15.0,50.00,27.05,11
BUF,YX,2712,6.38,2.28,3.69,-5.29,1
BUF,MQ,488,7.03,3.28,1.02,-4.64,2
BUF,9E,1845,9.45,2.12,3.14,-2.22,3
BUF,WN,5232,10.13,3.19,1.70,-1.54,4
BUF,DL,2055,11.05,3.8,1.22,-0.62,5
BUF,B6,3270,11.12,7.74,2.20,-0.55,6
BUF,UA,968,11.9,10.81,2.17,0.23,7
BUF,AA,2131,16.29,14.07,1.41,4.62,8
BUF,OO,783,16.85,11.18,3.07,5.18,9
BUF,OH,889,18.39,17.92,2.59,6.72,10
BUF,F9,1014,23.27,19.72,4.44,11.6,11
BUR,AS,2221,4.13,3.11,2.21,-5.28,1
BUR,MQ,46,5.04,-3.87,0.00,-4.37,2
BUR,WN,18582,7.52,0.42,0.99,-1.89,3
BUR,F9,72,9.56,14.54,0.00,0.15,4
BUR,OO,4064,11.72,9.95,1.01,2.31,5
BUR,UA,1572,12.89,10.11,1.59,3.48,6
BUR,AA,1196,14.33,10.08,1.00,4.92,7
BUR,NK,1911,14.33,11.55,1.78,4.92,7
BUR,DL,432,22.43,16.49,0.69,13.02,9
BUR,B6,291,48.0,43.81,2.06,38.59,10
BWI,OO,9,-5.78,-11.11,0.00,-21.48,1
BWI,MQ,504,4.26,-1.4,1.39,-11.44,2
BWI,OH,27,6.63,4.37,0.00,-9.07,3
BWI,UA,3408,7.05,2.33,1.91,-8.65,4
BWI,B6,220,7.4,3.96,2.27,-8.3,5
BWI,YX,890,8.08,3.9,1.57,-7.62,6
BWI,DL,5114,9.76,2.87,0.74,-5.94,7
BWI,WN,72293,16.02,9.02,0.92,0.32,8
BWI,AA,3590,16.56,10.93,1.84,0.86,9
BWI,AS,560,16.88,13.11,2.14,1.18,10
BWI,NK,6424,17.1,10.52,1.85,1.4,11
BWI,9E,467,20.28,13.8,6.00,4.58,12
BWI,F9,2772,28.19,26.32,3.75,12.49,13
BWI,G4,142,33.69,28.78,1.41,17.99,14
BZN,AS,634,5.59,7.59,1.26,-5.58,1
BZN,MQ,66,6.39,0.94,0.00,-4.78,2
BZN,OO,1906,7.25,4.89,0.58,-3.92,3
BZN,DL,1755,7.49,2.92,0.51,-3.68,4
BZN,WN,1972,8.26,2.55,0.46,-2.91,5
BZN,UA,2135,12.97,8.84,1.41,1.8,6
BZN,G4,347,15.45,11.07,2.59,4.28,7
BZN,AA,892,27.18,24.94,0.34,16.01,8
BZN,B6,139,39.84,37.39,2.16,28.67,9
CAE,DL,1494,4.46,-3.49,0.74,-5.08,1
CAE,OO,714,4.92,3.68,0.70,-4.62,2
CAE,9E,1242,6.72,1.47,1.93,-2.82,3
CAE,MQ,55,6.91,5.52,0.00,-2.63,4
CAE,OH,2151,10.18,10.12,1.35,0.64,5
CAE,YX,340,13.63,10.69,4.71,4.09,6
CAE,AA,689,27.09,23.81,3.05,17.55,7
CAK,OH,1579,10.61,8.33,0.76,-4.98,1
CAK,G4,693,19.89,14.86,2.16,4.3,2
CAK,OO,1035,20.4,19.44,1.64,4.81,3
CDC,OO,612,4.28,-0.9,0.82,0.0,1
CDV,AS,696,1.64,0.66,2.01,0.0,1
CHA,YX,140,5.19,3.86,0.00,-7.61,1
CHA,DL,1216,8.8,0.47,0.82,-4.0,2
CHA,9E,1517,9.09,3.33,0.66,-3.71,3
CHA,OH,1418,13.06,9.82,1.06,0.26,4
CHA,OO,911,15.71,15.39,1.87,2.91,5
CHA,MQ,1234,17.12,13.47,1.94,4.32,6
CHA,G4,257,26.0,23.5,3.50,13.2,7
CHO,OH,63,-3.56,-1.38,0.00,-14.41,1
CHO,YX,454,8.49,9.82,2.64,-2.36,2
CHO,9E,1714,10.11,3.79,2.80,-0.74,3
CHO,DL,244,10.78,0.44,0.00,-0.07,4
CHO,OO,632,16.01,16.9,1.90,5.16,5
CHS,YX,2192,4.52,0.21,1.37,-6.91,1
CHS,AS,318,5.45,2.3,2.83,-5.98,2
CHS,WN,3513,8.06,3.06,0.63,-3.37,3
CHS,OH,1690,8.12,6.28,1.89,-3.31,4
CHS,MQ,902,8.9,5.34,1.55,-2.53,5
CHS,UA,2173,9.89,5.73,1.33,-1.54,6
CHS,DL,3837,9.91,4.77,0.91,-1.52,7
CHS,9E,1949,10.63,4.59,4.36,-0.8,8
CHS,G4,203,13.7,12.87,2.96,2.27,9
CHS,OO,367,15.12,13.19,1.36,3.69,10
CHS,B6,1800,16.52,12.29,1.67,5.09,11
CHS,AA,4820,16.65,13.82,1.87,5.22,12
CHS,F9,173,19.09,14.78,2.31,7.66,13
CHS,NK,1255,19.64,14.35,3.19,8.21,14
CID,9E,159,1.02,-2.42,0.00,-14.83,1
CID,YX,149,4.51,-3.87,5.37,-11.34,2
CID,MQ,1134,8.44,6.59,2.03,-7.41,3
CID,UA,1136,9.56,7.1,1.76,-6.29,4
CID,F9,255,11.34,10.24,2.35,-4.51,5
CID,OH,638,11.84,8.25,3.61,-4.01,6
CID,G4,854,15.52,11.37,2.58,-0.33,7
CID,OO,1891,16.63,14.85,2.38,0.78,8
CID,DL,355,18.9,14.88,1.41,3.05,9
CID,AA,1217,33.3,28.48,3.29,17.45,10
CIU,OO,708,24.86,19.97,1.41,0.0,1
CKB,G4,206,37.29,35.76,2.43,0.0,1
CLE,YX,4310,4.63,-0.3,2.23,-6.2,1
CLE,UA,8161,4.96,-0.51,1.45,-5.87,2
CLE,AS,453,5.17,3.51,1.77,-5.66,3
CLE,WN,4936,7.78,0.85,0.71,-3.05,4
CLE,MQ,590,9.48,3.45,1.02,-1.35,5
CLE,DL,3083,10.41,0.89,0.91,-0.42,6
CLE,B6,800,10.48,7.37,1.63,-0.35,7
CLE,OH,1477,10.6,8.93,1.35,-0.23,8
CLE,OO,1662,12.48,6.15,0.84,1.65,9
CLE,AA,4525,13.96,10.78,1.99,3.13,10
CLE,NK,956,14.21,7.11,2.51,3.38,11
CLE,9E,2392,14.38,7.28,2.88,3.55,12
CLE,F9,6312,21.51,16.69,2.95,10.68,13
CLL,MQ,823,10.92,6.48,2.19,-2.85,1
CLL,OO,290,21.96,20.59,3.45,8.19,2
CLT,YX,2544,8.79,5.01,1.34,-9.87,1
CLT,DL,6055,11.34,3.21,0.66,-7.32,2
CLT,OH,56199,12.63,8.74,1.20,-6.03,3
CLT,UA,3928,12.99,10.28,1.53,-5.67,4
CLT,9E,3032,15.49,10.6,4.06,-3.17,5
CLT,MQ,6060,15.66,12.2,1.47,-3.0,6
CLT,WN,3286,17.58,11.24,0.33,-1.08,7
CLT,B6,501,19.35,12.0,2.00,0.69,8
CLT,OO,54,21.74,11.56,0.00,3.08,9
CLT,AA,125051,21.85,17.65,1.35,3.19,10
CLT,NK,4758,23.17,17.95,2.80,4.51,11
CLT,F9,3211,32.12,35.17,3.43,13.46,12
CMH,YX,11219,1.61,-3.47,1.22,-7.49,1
CMH,DL,3243,6.27,-0.78,0.89,-2.83,2
CMH,AS,426,8.8,2.3,2.11,-0.3,3
CMH,WN,11704,9.7,2.81,0.97,0.6,4
CMH,9E,236,10.92,3.98,0.42,1.82,5
CMH,MQ,3027,11.71,7.86,0.69,2.61,6
CMH,UA,2634,13.94,11.09,1.48,4.84,7
CMH,NK,2450,14.62,5.98,2.04,5.52,8
CMH,OH,1311,14.94,10.21,1.07,5.84,9
CMH,OO,1308,15.13,8.63,0.15,6.03,10
CMH,AA,3373,19.21,15.67,1.72,10.11,11
CMH,F9,231,19.69,17.96,3.03,10.59,12
CMI,MQ,1323,16.58,10.16,1.59,0.0,1
CMX,OO,706,20.33,19.61,4.25,0.0,1
CNY,OO,30,3.89,-0.71,6.67,0.0,1
COD,OO,596,18.67,12.15,0.84,0.0,1
COS,UA,741,8.73,5.37,2.56,-1.82,1
COS,WN,4870,9.48,3.94,0.64,-1.07,2
COS,OO,4794,9.67,3.81,1.21,-0.88,3
COS,DL,548,14.17,9.32,0.73,3.62,4
COS,MQ,352,15.86,13.52,0.28,5.31,5
COS,AA,1070,17.16,16.78,2.52,6.61,6
COU,MQ,1653,13.04,10.74,2.06,-1.46,1
COU,OO,96,39.64,33.29,2.08,25.14,2
CPR,OO,1625,7.84,0.76,0.80,0.0,1
CRP,OO,267,5.72,2.92,1.87,-2.98,1
CRP,MQ,2439,8.7,7.21,1.97,0.0,2
CRP,WN,1157,9.38,5.57,1.12,0.68,3
CRW,9E,169,2.56,-4.79,0.00,-18.15,1
CRW,OH,1316,16.8,15.47,1.29,-3.91,2
CRW,OO,1778,25.36,19.72,1.35,4.65,3
CSG,9E,588,9.56,4.14,3.06,-3.62,1
CSG,OO,404,18.35,13.46,0.99,5.17,2
CVG,YX,5248,4.13,0.4,1.77,-6.69,1
CVG,UA,1977,7.59,4.82,1.06,-3.23,2
CVG,OO,831,8.26,7.51,0.36,-2.56,3
CVG,9E,6477,8.43,2.89,1.78,-2.39,4
CVG,DL,6927,9.27,2.38,0.94,-1.55,5
CVG,WN,2158,9.32,3.18,0.60,-1.5,6
CVG,AS,325,11.27,7.3,3.69,0.45,7
CVG,MQ,2674,12.73,9.5,0.71,1.91,8
CVG,OH,2449,13.54,11.33,1.06,2.72,9
CVG,G4,3166,13.77,10.62,1.45,2.95,10
CVG,F9,4537,15.68,12.29,2.23,4.86,11
CVG,AA,3225,20.14,15.38,1.95,9.32,12
CWA,9E,686,4.48,-0.92,0.87,0.0,1
CYS,OO,623,9.66,1.71,2.25,0.0,1
DAB,DL,1442,7.12,2.29,1.32,-2.14,1
DAB,OH,1053,11.37,4.48,2.94,2.11,2
DAB,AA,315,11.96,6.98,0.95,2.7,3
DAB,MQ,9,15.0,10.56,0.00,5.74,4
DAL,AS,343,3.58,-0.4,2.62,-10.46,1
DAL,DL,2050,12.66,7.37,0.73,-1.38,2
DAL,WN,70041,14.13,8.35,1.09,0.09,3
DAY,YX,317,0.07,-2.3,0.63,-9.59,1
DAY,DL,1075,3.95,-6.21,1.12,-5.71,2
DAY,9E,460,9.01,-0.83,2.39,-0.65,3
DAY,OH,3444,10.3,7.33,1.07,0.64,4
DAY,OO,1478,11.97,8.72,1.01,2.31,5
DAY,MQ,179,13.58,7.52,1.68,3.92,6
DAY,G4,265,22.11,17.9,4.53,12.45,7
DCA,YX,25846,4.68,0.04,1.50,-8.36,1
DCA,AS,1615,7.12,1.89,0.87,-5.92,2
DCA,DL,8654,12.19,4.36,1.22,-0.85,3
DCA,UA,5730,12.56,8.48,1.75,-0.48,4
DCA,WN,15383,13.29,4.81,1.14,0.25,5
DCA,MQ,4086,13.49,8.96,1.35,0.45,6
DCA,OH,35249,15.01,11.11,2.20,1.97,7
DCA,9E,1953,15.36,9.94,2.00,2.32,8
DCA,F9,908,15.39,10.69,1.76,2.35,9
DCA,B6,7900,15.98,9.37,1.58,2.94,10
DCA,AA,25697,18.13,12.7,1.66,5.09,11
DCA,OO,153,19.54,11.68,0.65,6.5,12
DDC,OO,614,23.96,21.82,3.09,0.0,1
DEC,OO,735,28.99,25.72,2.45,0.0,1
DEN,AS,2185,7.83,5.62,1.37,-5.65,1
DEN,OO,59207,11.05,6.24,1.35,-2.43,2
DEN,DL,11957,11.23,3.8,0.89,-2.25,3
DEN,UA,100560,12.57,7.78,1.22,-0.91,4
DEN,MQ,181,14.0,9.05,0.00,0.52,5
DEN,WN,96198,14.94,9.14,0.82,1.46,6
DEN,F9,24561,16.01,11.34,1.55,2.53,7
DEN,G4,419,17.88,17.09,1.67,4.4,8
DEN,AA,8079,19.07,14.95,1.70,5.59,9
DEN,B6,1180,33.05,29.76,1.02,19.57,10
DEN,NK,35,45.89,39.97,0.00,32.41,11
DFW,MQ,69459,8.89,5.05,1.58,-10.32,1
DFW,OO,23854,10.24,6.71,2.06,-8.97,2
DFW,DL,11704,15.44,8.75,0.97,-3.77,3
DFW,UA,8102,15.44,11.77,1.59,-3.77,3
DFW,AS,2364,15.45,14.46,2.24,-3.76,5
DFW,NK,9943,18.11,12.6,1.33,-1.1,6
DFW,OH,9087,20.14,15.71,2.58,0.93,7
DFW,F9,9972,22.1,21.51,2.74,2.89,8
DFW,AA,164274,25.2,19.91,2.01,5.99,9
DFW,B6,351,39.56,37.08,1.14,20.35,10
DFW,YX,37,47.92,40.37,2.70,28.71,11
DFW,9E,2,99.5,130.0,0.00,80.29,12
DHN,9E,528,8.27,4.15,0.57,-2.06,1
DHN,OO,229,15.1,11.75,1.31,4.77,2
DIK,OO,553,17.1,12.16,3.07,0.0,1
DLG,AS,106,3.31,4.94,2.83,0.0,1
DLH,YX,484,2.61,-3.27,0.41,-9.25,1
DLH,9E,189,8.13,8.02,1.06,-3.73,2
DLH,DL,106,11.17,5.1,0.94,-0.69,3
DLH,OO,1385,15.69,9.67,1.23,3.83,4
DRO,MQ,20,-0.45,-13.4,0.00,-13.32,1
DRO,UA,665,10.28,-0.08,1.20,-2.59,2
DRO,OO,2939,13.45,11.09,0.99,0.58,3
DRO,AA,9,43.33,36.56,0.00,30.46,4
DSM,YX,915,3.78,2.31,1.64,-9.19,1
DSM,UA,1977,6.89,5.73,1.52,-6.08,2
DSM,9E,2518,7.86,1.95,1.79,-5.11,3
DSM,WN,1739,9.54,2.98,0.98,-3.43,4
DSM,MQ,860,9.64,6.2,1.98,-3.33,5
DSM,DL,1112,12.9,3.78,1.08,-0.07,6
DSM,OO,877,13.31,9.38,1.71,0.34,7
DSM,OH,440,16.2,14.86,2.05,3.23,8
DSM,F9,276,17.65,16.51,1.81,4.68,9
DSM,G4,1662,20.31,16.66,1.99,7.34,10
DSM,AA,2369,24.44,20.91,1.77,11.47,11
DTW,YX,4635,3.52,-0.09,1.68,-8.07,1
DTW,9E,12586,4.91,0.6,0.94,-6.68,2
DTW,MQ,845,7.36,5.18,2.84,-4.23,3
DTW,UA,2147,8.21,4.52,1.16,-3.38,4
DTW,WN,4003,9.36,2.64,0.67,-2.23,5
DTW,OH,1088,10.16,8.31,2.11,-1.43,6
DTW,NK,9959,10.76,3.16,1.49,-0.83,7
DTW,AS,483,10.84,7.09,2.07,-0.75,8
DTW,DL,57234,11.68,6.31,0.91,0.09,9
DTW,B6,1009,12.93,10.41,0.89,1.34,10
DTW,OO,25962,15.31,11.58,0.72,3.72,11
DTW,AA,5491,15.45,11.64,1.91,3.86,12
DTW,F9,2191,24.04,20.37,3.65,12.45,13
DVL,OO,635,20.17,16.43,4.57,0.0,1
EAR,OO,102,24.36,19.01,2.94,0.0,1
EAU,OO,29,28.3,24.0,6.90,0.0,1
ECP,DL,2323,8.16,2.91,0.82,-4.15,1
ECP,WN,3153,8.87,4.25,0.76,-3.44,2
